xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,feedbackResp.rt,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468.14512801,stop,lineblue.gif,stop,0.5,m,1,0.367656946182,None,0,0.000862121582031,0.510544061661,0.910851955414,2471.14423823,9,23.3121249676,,,,,,,,,,,,,,,,,,0.4,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471.14471602,go,hexagonwhite.gif,go,1.0,m,1,0.417468070984,None,0,0.000936985015869,0.514636039734,,2474.14745903,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474.147928,go,invertedtrianglemagenta.gif,go,4.0,m,1,0.401422977448,None,0,0.000921964645386,0.514711856842,,2477.150249,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477.15070605,stop,diamondgreen.gif,stop,4.0,m,1,0.400985002518,None,0,0.000949144363403,0.515329122543,0.8656270504,2480.15447021,,,,,,,,,,,,,,,,,,,,0.35,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480.15492201,stop,diamondgreen.gif,stop,4.0,m,1,0.367267847061,None,0,0.000923156738281,0.514724969864,0.814840078354,2483.15732408,,,,,,,,,,,,,,,,,,,,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483.15777802,go,hexagonwhite.gif,go,1.0,m,1,0.584300041199,None,0,0.00103712081909,0.515052080154,,2486.16065001,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486.16110516,go,squarecyan.gif,stop,1.0,m,1,0.350831985474,None,0,0.000967979431152,0.515163898468,,2489.16390705,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489.16435814,go,trianglegray.gif,go,0.5,m,1,0.534364938736,None,0,0.000926971435547,0.515110969543,,2492.16716313,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492.16762209,go,trianglegray.gif,go,0.5,None,0,,None,0,0.0012731552124,0.515113115311,,2495.17088413,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.17141223,go,hexagonwhite.gif,go,1.0,m,1,0.61750793457,None,0,0.000934839248657,0.515053033829,,2498.17405105,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498.17450714,go,hexagonwhite.gif,go,1.0,None,0,,None,0,0.000931978225708,0.51490688324,,2501.17741823,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,5,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.17798805,go,circleyellow.gif,go,2.0,None,0,,None,0,0.000979900360107,0.514715909958,,2504.18091321,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504.18139315,go,circleyellow.gif,go,2.0,m,1,0.417400121689,None,0,0.00103902816772,0.515286922455,,2507.18374801,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507.1842072,go,lineblue.gif,stop,0.5,None,0,,None,0,0.00092601776123,0.515446901321,,2510.18740916,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510.18792105,go,diamondgreen.gif,stop,4.0,m,1,0.450597047806,None,0,0.000932216644287,0.515294075012,,2513.19067216,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,7,1,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.19113803,go,invertedtrianglemagenta.gif,go,4.0,None,0,,None,0,0.000933885574341,0.515254020691,,2516.19433808,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516.19479108,stop,squarecyan.gif,stop,1.0,m,1,0.367494106293,None,0,0.000924825668335,0.514947891235,0.765138864517,2519.19813418,,,,,,,,,,,,,,,,,,,,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,8,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.19867706,stop,lineblue.gif,stop,0.5,None,0,,None,0,0.000913858413696,0.514144897461,0.714392900467,2522.20122623,,,,,,,,,,,,,,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.20168018,go,hexagonwhite.gif,go,1.0,None,0,,None,0,0.00107598304749,0.514760971069,,2525.20464611,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,9,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525.20510101,go,lineblue.gif,stop,0.5,m,1,0.701581001282,None,0,0.000946998596191,0.514667034149,,2528.20765305,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.20810819,go,invertedtrianglemagenta.gif,go,4.0,None,0,,None,0,0.000929117202759,0.51486992836,,2531.21091723,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,10,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531.21138716,go,hexagonwhite.gif,go,1.0,m,1,0.367118835449,None,0,0.00110816955566,0.515331983566,,2534.21439409,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534.21486115,go,invertedtrianglemagenta.gif,go,4.0,None,0,,None,0,0.00095009803772,0.515195131302,,2537.21774507,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,11,1,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.21820116,go,circleyellow.gif,go,2.0,m,1,0.534407138824,None,0,0.000931024551392,0.51513504982,,2540.22064805,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.22115612,stop,lineblue.gif,stop,0.5,None,0,,None,0,0.0010130405426,0.51518702507,0.965698957443,2543.22463608,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,12,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.22515821,stop,squarecyan.gif,stop,1.0,None,0,,None,0,0.000910997390747,0.514698028564,0.765305042267,2546.2282331,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546.22870922,go,trianglegray.gif,go,0.5,None,0,,None,0,0.000925064086914,0.514612913132,,2549.23130918,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,13,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549.23196816,go,trianglegray.gif,go,0.5,None,0,,None,0,0.000946044921875,0.514947891235,,2552.23438811,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552.23490405,stop,lineblue.gif,stop,0.5,None,0,,None,0,0.000933170318604,0.514907121658,1.015625,2555.23803711,,,,,,,,,,,,,,,,,,,,0.5,0.55,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,14,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555.2384932,go,invertedtrianglemagenta.gif,go,4.0,None,0,,None,0,0.000943899154663,0.514860868454,,2558.24135923,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558.24187112,stop,crossorange.gif,stop,2.0,None,0,,None,0,0.000937938690186,0.514934778214,1.0653989315,2561.24455619,,,,,,,,,,,,,,,,,,,,0.55,0.6,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,15,1,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2561.2450211,stop,squarecyan.gif,stop,1.0,None,0,,None,0,0.000953912734985,0.514867067337,0.815416097641,2564.24777222,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,16,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564.24822903,go,lineblue.gif,stop,0.5,None,0,,None,0,0.000929832458496,0.5157289505,,2567.25153303,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,16,1,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567.25198603,go,diamondgreen.gif,stop,4.0,None,0,,None,0,0.000952005386353,0.514939069748,,2570.25473404,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,17,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.25528002,go,circleyellow.gif,go,2.0,None,0,,None,0,0.000934839248657,0.514890909195,,2573.25759506,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,17,1,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573.25805116,go,circleyellow.gif,go,2.0,None,0,,None,0,0.000993013381958,0.515347003937,,2576.26128101,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622.26751208,go,hexagonwhite.gif,go,1.0,None,0,,m,1,0.000886917114258,0.510385990143,,2625.2665391,9,44.1197960377,,,,,,,,,,,,,,,,,,-1,-1,0.199640989304,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625.26709604,stop,diamondgreen.gif,stop,4.0,None,0,,None,0,0.000957012176514,0.514286994934,1.11538887024,2628.26971817,,,,,,,,,,,,,,,,,,,,0.6,0.65,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.27017522,go,hexagonwhite.gif,go,1.0,None,0,,None,0,0.00128102302551,0.514971971512,,2631.2729671,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631.2734201,go,circleyellow.gif,go,2.0,m,1,0.301021099091,None,0,0.0010290145874,0.515006065369,,2634.27591705,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634.27637911,go,invertedtrianglemagenta.gif,go,4.0,None,0,,None,0,0.000937938690186,0.515512943268,,2637.27940202,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637.27985907,go,trianglegray.gif,go,0.5,None,0,,None,0,0.000971078872681,0.515590906143,,2640.28270721,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640.28321218,stop,squarecyan.gif,stop,1.0,m,1,0.283884048462,None,0,0.000950813293457,0.515352964401,0.865364789963,2643.28632903,,,,,,,,,,,,,,,,,,,,0.35,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2643.28678823,go,squarecyan.gif,stop,1.0,None,0,,None,0,0.000955104827881,0.515679121017,,2646.28955603,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646.29008722,stop,squarecyan.gif,stop,1.0,m,1,0.31768488884,None,0,0.00103116035461,0.514889955521,0.815320014954,2649.29312611,,,,,,,,,,,,,,,,,,,,0.3,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649.29368114,stop,crossorange.gif,stop,2.0,m,1,0.334167003632,None,0,0.00095796585083,0.514251947403,0.764425992966,2652.29640102,,,,,,,,,,,,,,,,,,,,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2652.29686022,stop,lineblue.gif,stop,0.5,None,0,,None,0,0.000931978225708,0.51518201828,0.715574026108,2655.29967618,,,,,,,,,,,,,,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,5,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.30012918,go,trianglegray.gif,go,0.5,None,0,,None,0,0.000936031341553,0.515033006668,,2658.30292606,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2658.3034451,go,invertedtrianglemagenta.gif,go,4.0,m,1,0.367820978165,None,0,0.00093412399292,0.514932155609,,2661.30643821,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661.30689812,go,squarecyan.gif,stop,1.0,None,0,,None,0,0.000919103622437,0.515408039093,,2664.30964112,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664.31013107,go,squarecyan.gif,stop,1.0,m,1,0.317333936691,None,0,0.000943183898926,0.515278100967,,2667.3129952,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,7,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.31346202,go,trianglegray.gif,go,0.5,m,1,0.417593002319,None,0,0.000977993011475,0.515136957169,,2670.31673121,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,8,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670.31719422,go,squarecyan.gif,stop,1.0,None,0,,None,0,0.000922918319702,0.514940023422,,2673.32002902,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,8,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673.32049012,go,invertedtrianglemagenta.gif,go,4.0,m,1,0.717893838882,None,0,0.000933885574341,0.514822006226,,2676.32314205,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,9,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676.32360911,stop,diamondgreen.gif,stop,4.0,m,1,0.36779999733,None,0,0.00091814994812,0.515280008316,0.765917062759,2679.32674813,,,,,,,,,,,,,,,,,,,,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,9,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679.32720518,stop,lineblue.gif,stop,0.5,m,1,0.317487001419,None,0,0.0011420249939,0.514736890793,0.715235948563,2682.32992506,,,,,,,,,,,,,,,,,,,,0.2,0.15,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,10,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2682.33037615,go,trianglegray.gif,go,0.5,m,1,0.31764793396,None,0,0.000988006591797,0.515074014664,,2685.33334804,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
